Robot Gesture ID,Gesture Type,"Gesture Coordinates (x, y, z)",Timestamp,Gesture Duration (sec),Robot Status,Message ID,Sender,Receiver,Encryption Algorithm Used,Encryption Status,Network Latency (ms),Data Transfer Rate (Mbps),Threat Type,Threat Severity,Response Time (sec),Response Action Taken,Threat Detected
4,Suturing,"(0.52, 1.75, 1.91)",2025-02-14 16:32:27,3.34,Active,34730,Operator,Robot,Two Fish,Encrypted,15,76,Man-in-the-Middle Attack,Low,2.72,Reset Encryption,1
3,Incision,"(1.12, 0.45, 1.38)",2025-02-14 16:32:27,3.54,Active,20189,Robot,Operator,Two Fish,Failed,19,53,DoS Attack,Medium,4.2,Isolate Data,1
9,Cleaning,"(1.32, 1.89, 1.94)",2025-02-14 16:32:27,3.57,Idle,69248,Robot,Operator,Two Fish,Encrypted,15,11,No Threat,Medium,0.0,None,0
10,Navigation,"(1.84, 0.72, 0.22)",2025-02-14 16:32:27,2.28,Idle,78840,Operator,Robot,Two Fish,Failed,13,77,Data Breach,Low,3.34,Isolate Data,1
8,Navigation,"(0.78, 0.04, 1.62)",2025-02-14 16:32:27,3.35,Active,67650,Robot,Operator,Two Fish,Failed,15,100,No Threat,Medium,0.0,None,0
4,Navigation,"(1.05, 0.35, 0.85)",2025-02-14 16:32:27,3.66,Active,57090,Robot,Operator,Two Fish,Failed,8,22,Data Breach,High,4.93,Reconnect Connection,1
9,Diagnosis,"(0.05, 0.24, 1.71)",2025-02-14 16:32:27,4.68,Idle,97548,Operator,Robot,Two Fish,Encrypted,19,97,Data Breach,Low,2.57,Reset Encryption,1
6,Suturing,"(1.44, 0.45, 1.1)",2025-02-14 16:32:27,1.0,Active,82261,Robot,Operator,Two Fish,Encrypted,13,54,No Threat,Medium,0.0,None,0
4,Incision,"(1.61, 0.63, 1.88)",2025-02-14 16:32:27,5.0,Active,32568,Operator,Robot,Two Fish,Encrypted,6,90,No Threat,Medium,0.0,None,0
2,Cleaning,"(1.96, 0.06, 0.28)",2025-02-14 16:32:27,4.78,Idle,97697,Robot,Operator,Two Fish,Encrypted,8,73,DoS Attack,Medium,3.34,Isolate Data,1
4,Cleaning,"(1.01, 1.41, 0.51)",2025-02-14 16:32:27,2.89,Active,52877,Operator,Robot,Two Fish,Encrypted,7,51,Data Breach,Low,1.92,Isolate Data,1
7,Diagnosis,"(1.89, 0.25, 1.59)",2025-02-14 16:32:27,4.23,Active,54047,Robot,Operator,Two Fish,Failed,20,96,No Threat,Medium,0.0,None,0
2,Navigation,"(1.68, 0.42, 0.69)",2025-02-14 16:32:27,4.91,Idle,52472,Operator,Robot,Two Fish,Failed,9,66,Man-in-the-Middle Attack,Low,1.86,Reset Encryption,1
3,Cleaning,"(0.24, 0.48, 0.62)",2025-02-14 16:32:27,2.85,Active,24310,Robot,Operator,Two Fish,Failed,13,21,No Threat,High,0.0,None,0
7,Suturing,"(1.06, 0.76, 1.93)",2025-02-14 16:32:27,1.92,Active,64011,Robot,Operator,Two Fish,Failed,17,28,Man-in-the-Middle Attack,High,3.15,Reconnect Connection,1
1,Navigation,"(0.24, 0.77, 0.13)",2025-02-14 16:32:27,4.02,Idle,80909,Robot,Operator,Two Fish,Failed,20,51,No Threat,Medium,0.0,None,0
9,Navigation,"(1.46, 0.14, 0.89)",2025-02-14 16:32:27,1.18,Idle,88142,Operator,Robot,Two Fish,Failed,6,16,Man-in-the-Middle Attack,Medium,2.89,Reset Encryption,1
1,Cleaning,"(0.79, 0.98, 1.33)",2025-02-14 16:32:27,1.84,Idle,43543,Robot,Operator,Two Fish,Failed,13,37,Data Breach,Medium,2.57,Reset Encryption,1
8,Cleaning,"(1.81, 0.62, 0.66)",2025-02-14 16:32:27,2.07,Idle,82382,Operator,Robot,Two Fish,Encrypted,18,12,Man-in-the-Middle Attack,High,2.8,Isolate Data,1
6,Navigation,"(0.71, 1.83, 1.45)",2025-02-14 16:32:27,4.08,Idle,56981,Operator,Robot,Two Fish,Encrypted,19,22,DoS Attack,High,2.87,Isolate Data,1
3,Navigation,"(1.57, 1.84, 1.42)",2025-02-14 16:32:27,4.93,Active,39320,Operator,Robot,Two Fish,Encrypted,17,97,No Threat,Low,0.0,None,0
10,Incision,"(1.76, 0.33, 1.57)",2025-02-14 16:32:27,3.67,Active,69516,Robot,Operator,Two Fish,Encrypted,17,47,Man-in-the-Middle Attack,Low,3.63,Reset Encryption,1
8,Incision,"(0.84, 0.03, 1.67)",2025-02-14 16:32:27,4.86,Active,66458,Operator,Robot,Two Fish,Failed,11,80,DoS Attack,Medium,1.81,Isolate Data,1
9,Incision,"(1.75, 1.78, 0.24)",2025-02-14 16:32:27,3.14,Idle,54340,Robot,Operator,Two Fish,Encrypted,10,53,Data Breach,Medium,4.77,Reconnect Connection,1
6,Navigation,"(1.47, 1.05, 0.22)",2025-02-14 16:32:27,3.43,Idle,95797,Operator,Robot,Two Fish,Encrypted,10,56,No Threat,Low,0.0,None,0
2,Cleaning,"(1.59, 1.51, 1.92)",2025-02-14 16:32:27,4.02,Active,51349,Robot,Operator,Two Fish,Failed,16,39,Man-in-the-Middle Attack,Medium,1.09,Reconnect Connection,1
5,Suturing,"(0.83, 1.91, 0.46)",2025-02-14 16:32:27,2.36,Active,86375,Robot,Operator,Two Fish,Encrypted,7,59,No Threat,Low,0.0,None,0
6,Cleaning,"(1.11, 1.77, 0.04)",2025-02-14 16:32:27,3.36,Idle,48708,Operator,Robot,Two Fish,Failed,8,25,No Threat,High,0.0,None,0
5,Cleaning,"(0.41, 0.67, 0.85)",2025-02-14 16:32:27,3.14,Idle,45581,Robot,Operator,Two Fish,Failed,12,53,Man-in-the-Middle Attack,High,1.83,Isolate Data,1
4,Diagnosis,"(0.65, 0.81, 1.63)",2025-02-14 16:32:27,4.54,Active,37765,Robot,Operator,Two Fish,Failed,16,83,No Threat,High,0.0,None,0
4,Navigation,"(1.83, 1.48, 0.67)",2025-02-14 16:32:27,4.09,Idle,17246,Robot,Operator,Two Fish,Failed,13,64,Man-in-the-Middle Attack,High,2.44,Reconnect Connection,1
10,Cleaning,"(1.7, 0.95, 1.98)",2025-02-14 16:32:27,1.86,Idle,31971,Operator,Robot,Two Fish,Failed,19,24,DoS Attack,Low,2.69,Reset Encryption,1
9,Diagnosis,"(0.77, 0.78, 0.72)",2025-02-14 16:32:27,3.53,Idle,48248,Robot,Operator,Two Fish,Encrypted,9,62,Man-in-the-Middle Attack,High,2.09,Reset Encryption,1
4,Suturing,"(0.69, 0.86, 0.59)",2025-02-14 16:32:27,3.72,Active,27042,Operator,Robot,Two Fish,Encrypted,17,100,Data Breach,Medium,1.13,Reset Encryption,1
4,Navigation,"(0.32, 1.18, 0.87)",2025-02-14 16:32:27,1.13,Active,86755,Robot,Operator,Two Fish,Encrypted,20,19,DoS Attack,Medium,4.33,Reconnect Connection,1
8,Diagnosis,"(1.07, 0.27, 1.59)",2025-02-14 16:32:27,3.4,Active,79074,Robot,Operator,Two Fish,Encrypted,5,21,Man-in-the-Middle Attack,Medium,2.44,Reconnect Connection,1
7,Suturing,"(1.7, 0.25, 0.55)",2025-02-14 16:32:27,2.65,Active,46731,Operator,Robot,Two Fish,Failed,11,87,Data Breach,High,4.95,Reconnect Connection,1
1,Suturing,"(0.89, 1.61, 0.02)",2025-02-14 16:32:27,3.7,Idle,83429,Robot,Operator,Two Fish,Encrypted,17,60,Data Breach,Low,1.2,Reset Encryption,1
2,Diagnosis,"(1.83, 1.23, 0.78)",2025-02-14 16:32:27,2.44,Idle,32702,Operator,Robot,Two Fish,Encrypted,5,56,DoS Attack,High,2.47,Isolate Data,1
1,Incision,"(1.43, 1.87, 0.43)",2025-02-14 16:32:27,2.69,Idle,53430,Operator,Robot,Two Fish,Encrypted,11,95,No Threat,High,0.0,None,0
9,Diagnosis,"(0.96, 1.44, 1.73)",2025-02-14 16:32:27,2.69,Active,90720,Operator,Robot,Two Fish,Failed,12,16,Data Breach,Low,3.8,Reconnect Connection,1
8,Incision,"(1.17, 1.46, 0.04)",2025-02-14 16:32:27,4.73,Active,63514,Robot,Operator,Two Fish,Failed,13,26,DoS Attack,Low,3.84,Reset Encryption,1
1,Diagnosis,"(1.1, 0.9, 1.25)",2025-02-14 16:32:27,3.04,Active,34944,Robot,Operator,Two Fish,Encrypted,14,51,Man-in-the-Middle Attack,Low,3.33,Isolate Data,1
1,Navigation,"(1.46, 0.44, 1.94)",2025-02-14 16:32:27,3.43,Active,15830,Robot,Operator,Two Fish,Encrypted,7,39,Data Breach,High,3.85,Reconnect Connection,1
5,Suturing,"(1.54, 0.32, 1.15)",2025-02-14 16:32:27,1.12,Idle,11367,Robot,Operator,Two Fish,Failed,18,20,No Threat,Medium,0.0,None,0
4,Incision,"(1.84, 0.78, 1.94)",2025-02-14 16:32:27,2.87,Active,85435,Operator,Robot,Two Fish,Failed,20,79,Data Breach,Low,1.88,Reconnect Connection,1
5,Diagnosis,"(1.25, 1.87, 0.93)",2025-02-14 16:32:27,4.47,Idle,89037,Robot,Operator,Two Fish,Failed,5,80,No Threat,High,0.0,None,0
8,Incision,"(1.78, 0.04, 0.73)",2025-02-14 16:32:27,4.68,Active,88854,Robot,Operator,Two Fish,Failed,17,20,No Threat,High,0.0,None,0
9,Suturing,"(1.87, 1.96, 1.43)",2025-02-14 16:32:27,4.4,Active,31090,Operator,Robot,Two Fish,Failed,15,91,DoS Attack,Medium,1.09,Reconnect Connection,1
4,Incision,"(1.36, 1.09, 0.36)",2025-02-14 16:32:27,3.48,Idle,49618,Robot,Operator,Two Fish,Failed,20,93,No Threat,Medium,0.0,None,0
4,Incision,"(0.51, 1.53, 0.3)",2025-02-14 16:32:27,4.26,Idle,17061,Operator,Robot,Two Fish,Encrypted,6,23,Man-in-the-Middle Attack,High,4.01,Reconnect Connection,1
6,Cleaning,"(0.45, 1.48, 1.29)",2025-02-14 16:32:27,2.35,Idle,35995,Operator,Robot,Two Fish,Encrypted,19,85,No Threat,High,0.0,None,0
3,Incision,"(0.03, 0.77, 1.04)",2025-02-14 16:32:27,4.57,Idle,50983,Operator,Robot,Two Fish,Encrypted,19,83,Man-in-the-Middle Attack,Low,4.12,Reset Encryption,1
2,Incision,"(0.58, 1.6, 1.93)",2025-02-14 16:32:27,1.96,Active,73799,Operator,Robot,Two Fish,Encrypted,14,13,No Threat,High,0.0,None,0
5,Navigation,"(0.23, 1.71, 1.85)",2025-02-14 16:32:27,1.67,Idle,89162,Robot,Operator,Two Fish,Encrypted,14,52,Man-in-the-Middle Attack,Low,3.13,Isolate Data,1
3,Navigation,"(1.93, 1.96, 0.26)",2025-02-14 16:32:27,2.59,Active,19868,Robot,Operator,Two Fish,Failed,13,11,DoS Attack,Low,4.64,Reconnect Connection,1
6,Cleaning,"(0.05, 1.98, 0.86)",2025-02-14 16:32:27,4.95,Idle,89624,Operator,Robot,Two Fish,Encrypted,16,56,Man-in-the-Middle Attack,Medium,1.79,Isolate Data,1
6,Cleaning,"(1.62, 0.94, 0.44)",2025-02-14 16:32:27,3.86,Active,80009,Robot,Operator,Two Fish,Encrypted,10,69,Data Breach,High,1.73,Reset Encryption,1
10,Diagnosis,"(0.85, 0.59, 1.24)",2025-02-14 16:32:27,3.81,Active,63932,Robot,Operator,Two Fish,Encrypted,11,38,Man-in-the-Middle Attack,Low,2.24,Reset Encryption,1
4,Incision,"(0.16, 0.02, 0.12)",2025-02-14 16:32:27,3.55,Idle,62895,Operator,Robot,Two Fish,Encrypted,19,79,No Threat,Medium,0.0,None,0
10,Navigation,"(0.98, 0.84, 1.91)",2025-02-14 16:32:27,1.13,Active,59358,Robot,Operator,Two Fish,Encrypted,8,52,No Threat,High,0.0,None,0
7,Diagnosis,"(1.02, 1.86, 1.35)",2025-02-14 16:32:27,1.11,Active,30182,Robot,Operator,Two Fish,Failed,17,30,DoS Attack,Low,3.32,Reset Encryption,1
8,Cleaning,"(0.82, 1.9, 0.17)",2025-02-14 16:32:27,1.88,Idle,76714,Operator,Robot,Two Fish,Failed,7,33,DoS Attack,Low,3.1,Reset Encryption,1
7,Cleaning,"(1.0, 1.5, 1.98)",2025-02-14 16:32:27,4.78,Idle,91402,Operator,Robot,Two Fish,Encrypted,14,32,Data Breach,High,3.99,Isolate Data,1
10,Cleaning,"(0.52, 0.6, 0.11)",2025-02-14 16:32:27,2.17,Active,74348,Operator,Robot,Two Fish,Failed,10,47,DoS Attack,Medium,3.16,Isolate Data,1
7,Incision,"(0.39, 1.17, 0.01)",2025-02-14 16:32:27,4.29,Idle,48787,Operator,Robot,Two Fish,Failed,16,33,Man-in-the-Middle Attack,Medium,2.88,Reset Encryption,1
5,Navigation,"(0.56, 1.02, 0.24)",2025-02-14 16:32:27,2.52,Active,44997,Operator,Robot,Two Fish,Encrypted,15,25,No Threat,Low,0.0,None,0
10,Cleaning,"(0.68, 1.96, 1.65)",2025-02-14 16:32:27,1.69,Active,78481,Robot,Operator,Two Fish,Encrypted,10,66,No Threat,High,0.0,None,0
6,Suturing,"(1.05, 0.45, 1.9)",2025-02-14 16:32:27,4.15,Idle,82952,Robot,Operator,Two Fish,Encrypted,13,28,Man-in-the-Middle Attack,High,2.49,Reconnect Connection,1
6,Cleaning,"(0.08, 0.36, 0.86)",2025-02-14 16:32:27,3.32,Idle,16339,Robot,Operator,Two Fish,Failed,7,22,DoS Attack,Medium,3.56,Reconnect Connection,1
7,Navigation,"(1.96, 0.49, 1.72)",2025-02-14 16:32:27,3.27,Idle,78425,Robot,Operator,Two Fish,Encrypted,18,57,Data Breach,High,2.9,Reconnect Connection,1
9,Diagnosis,"(0.97, 0.16, 0.92)",2025-02-14 16:32:27,1.6,Active,36792,Robot,Operator,Two Fish,Encrypted,6,33,Man-in-the-Middle Attack,Low,4.28,Reset Encryption,1
2,Suturing,"(1.97, 1.7, 0.84)",2025-02-14 16:32:27,4.63,Active,20925,Robot,Operator,Two Fish,Failed,12,76,No Threat,High,0.0,None,0
8,Diagnosis,"(0.62, 0.69, 1.67)",2025-02-14 16:32:27,2.9,Active,60965,Operator,Robot,Two Fish,Encrypted,6,66,Man-in-the-Middle Attack,High,2.76,Isolate Data,1
6,Incision,"(0.55, 1.68, 1.65)",2025-02-14 16:32:27,2.24,Active,41775,Robot,Operator,Two Fish,Failed,12,60,DoS Attack,Medium,2.95,Isolate Data,1
9,Suturing,"(1.15, 0.03, 0.19)",2025-02-14 16:32:27,1.65,Idle,69459,Operator,Robot,Two Fish,Encrypted,12,29,No Threat,Medium,0.0,None,0
5,Cleaning,"(1.62, 0.95, 0.39)",2025-02-14 16:32:27,1.85,Idle,40072,Operator,Robot,Two Fish,Failed,13,54,Man-in-the-Middle Attack,High,4.17,Reset Encryption,1
4,Diagnosis,"(1.95, 1.34, 1.47)",2025-02-14 16:32:27,4.5,Active,79400,Robot,Operator,Two Fish,Failed,17,68,Data Breach,Low,1.83,Reconnect Connection,1
2,Navigation,"(0.91, 0.1, 0.37)",2025-02-14 16:32:27,3.15,Idle,87843,Operator,Robot,Two Fish,Failed,5,49,Man-in-the-Middle Attack,Low,2.98,Isolate Data,1
9,Navigation,"(2.0, 1.05, 0.8)",2025-02-14 16:32:27,4.38,Active,51952,Robot,Operator,Two Fish,Encrypted,16,93,Data Breach,High,1.74,Reset Encryption,1
1,Navigation,"(1.3, 0.13, 1.57)",2025-02-14 16:32:27,2.6,Idle,99262,Operator,Robot,Two Fish,Failed,9,61,Man-in-the-Middle Attack,High,3.33,Reset Encryption,1
10,Diagnosis,"(1.71, 1.66, 1.81)",2025-02-14 16:32:27,3.16,Idle,31530,Operator,Robot,Two Fish,Encrypted,13,37,No Threat,Low,0.0,None,0
6,Cleaning,"(1.02, 1.91, 1.34)",2025-02-14 16:32:27,4.13,Active,73955,Robot,Operator,Two Fish,Failed,10,45,Man-in-the-Middle Attack,High,3.54,Isolate Data,1
9,Diagnosis,"(0.9, 1.28, 1.77)",2025-02-14 16:32:27,2.6,Active,24338,Robot,Operator,Two Fish,Encrypted,14,14,Man-in-the-Middle Attack,High,3.04,Reconnect Connection,1
2,Diagnosis,"(1.74, 0.77, 0.51)",2025-02-14 16:32:27,4.51,Active,93611,Operator,Robot,Two Fish,Encrypted,8,29,Data Breach,Low,1.64,Isolate Data,1
5,Suturing,"(0.29, 1.55, 0.4)",2025-02-14 16:32:27,3.99,Idle,13551,Robot,Operator,Two Fish,Encrypted,10,61,Man-in-the-Middle Attack,Medium,2.73,Reconnect Connection,1
4,Navigation,"(1.05, 0.55, 1.39)",2025-02-14 16:32:27,4.63,Active,14696,Operator,Robot,Two Fish,Encrypted,15,58,No Threat,Low,0.0,None,0
5,Suturing,"(0.26, 1.91, 1.05)",2025-02-14 16:32:27,4.64,Idle,55072,Operator,Robot,Two Fish,Encrypted,16,78,Man-in-the-Middle Attack,High,3.93,Isolate Data,1
2,Cleaning,"(1.6, 1.84, 0.41)",2025-02-14 16:32:27,2.57,Active,72318,Robot,Operator,Two Fish,Encrypted,19,40,Data Breach,Low,3.8,Reset Encryption,1
10,Cleaning,"(1.03, 1.18, 0.65)",2025-02-14 16:32:27,4.85,Idle,53473,Robot,Operator,Two Fish,Failed,8,47,Data Breach,Low,1.26,Reconnect Connection,1
10,Navigation,"(1.46, 0.6, 1.77)",2025-02-14 16:32:27,2.76,Idle,16498,Operator,Robot,Two Fish,Failed,7,94,Data Breach,High,4.18,Isolate Data,1
6,Navigation,"(1.72, 0.55, 0.33)",2025-02-14 16:32:27,3.59,Idle,66870,Operator,Robot,Two Fish,Encrypted,13,14,Data Breach,Low,3.76,Reset Encryption,1
8,Cleaning,"(1.7, 1.42, 1.96)",2025-02-14 16:32:27,2.15,Active,33180,Operator,Robot,Two Fish,Encrypted,13,84,Data Breach,Medium,1.26,Reconnect Connection,1
2,Cleaning,"(0.55, 1.4, 0.94)",2025-02-14 16:32:27,4.69,Idle,42985,Operator,Robot,Two Fish,Encrypted,16,37,Data Breach,Medium,3.19,Reconnect Connection,1
5,Incision,"(0.63, 1.08, 1.35)",2025-02-14 16:32:27,2.56,Active,31684,Robot,Operator,Two Fish,Failed,16,20,No Threat,Medium,0.0,None,0
4,Incision,"(0.99, 0.31, 0.36)",2025-02-14 16:32:27,2.03,Active,89157,Operator,Robot,Two Fish,Failed,14,49,No Threat,Medium,0.0,None,0
7,Incision,"(1.14, 1.76, 0.15)",2025-02-14 16:32:27,4.73,Active,75584,Operator,Robot,Two Fish,Failed,15,27,No Threat,Low,0.0,None,0
8,Diagnosis,"(0.06, 1.75, 0.5)",2025-02-14 16:32:27,3.32,Idle,77725,Robot,Operator,Two Fish,Failed,7,47,Data Breach,Medium,4.95,Isolate Data,1
4,Cleaning,"(0.18, 0.71, 0.54)",2025-02-14 16:32:27,2.01,Active,91266,Robot,Operator,Two Fish,Failed,18,56,DoS Attack,Low,3.03,Isolate Data,1
5,Navigation,"(0.03, 0.52, 1.13)",2025-02-14 16:32:27,2.08,Idle,52047,Operator,Robot,Two Fish,Encrypted,11,48,Man-in-the-Middle Attack,Low,2.04,Reset Encryption,1
2,Diagnosis,"(1.92, 1.52, 0.72)",2025-02-14 16:32:27,3.33,Active,96658,Operator,Robot,Two Fish,Failed,18,51,Man-in-the-Middle Attack,Medium,2.46,Reset Encryption,1
1,Diagnosis,"(1.08, 0.39, 1.13)",2025-02-14 16:32:27,4.52,Idle,60908,Operator,Robot,Two Fish,Failed,9,44,Data Breach,Medium,2.63,Isolate Data,1
9,Navigation,"(1.02, 1.78, 0.97)",2025-02-14 16:32:27,4.26,Active,10771,Robot,Operator,Two Fish,Encrypted,8,59,Man-in-the-Middle Attack,Medium,3.67,Isolate Data,1
10,Suturing,"(1.23, 1.41, 1.2)",2025-02-14 16:32:27,3.92,Active,76843,Operator,Robot,Two Fish,Encrypted,5,55,DoS Attack,High,2.31,Reconnect Connection,1
5,Incision,"(0.43, 0.47, 1.57)",2025-02-14 16:32:27,4.47,Idle,27430,Operator,Robot,Two Fish,Encrypted,18,31,Data Breach,Low,4.91,Reconnect Connection,1
2,Diagnosis,"(1.25, 0.47, 1.91)",2025-02-14 16:32:27,1.32,Idle,98062,Robot,Operator,Two Fish,Failed,8,12,Man-in-the-Middle Attack,Medium,1.93,Reset Encryption,1
2,Navigation,"(0.53, 0.25, 0.61)",2025-02-14 16:32:27,1.08,Active,63593,Robot,Operator,Two Fish,Encrypted,18,46,Man-in-the-Middle Attack,Medium,4.73,Reconnect Connection,1
6,Cleaning,"(1.63, 0.15, 0.7)",2025-02-14 16:32:27,1.92,Idle,95067,Robot,Operator,Two Fish,Encrypted,18,21,DoS Attack,Medium,3.8,Reset Encryption,1
9,Incision,"(1.32, 0.66, 0.9)",2025-02-14 16:32:27,2.85,Idle,92571,Robot,Operator,Two Fish,Encrypted,14,45,Data Breach,Low,2.46,Isolate Data,1
5,Suturing,"(0.47, 1.2, 0.74)",2025-02-14 16:32:27,3.81,Idle,70014,Operator,Robot,Two Fish,Failed,17,74,Man-in-the-Middle Attack,High,1.63,Reconnect Connection,1
8,Navigation,"(1.78, 1.24, 0.23)",2025-02-14 16:32:27,2.1,Active,42184,Operator,Robot,Two Fish,Failed,12,25,No Threat,High,0.0,None,0
3,Diagnosis,"(0.49, 0.98, 1.59)",2025-02-14 16:32:27,3.97,Idle,58833,Robot,Operator,Two Fish,Failed,16,45,Man-in-the-Middle Attack,Medium,3.79,Reconnect Connection,1
3,Suturing,"(1.97, 0.01, 0.23)",2025-02-14 16:32:27,2.74,Active,69372,Robot,Operator,Two Fish,Failed,10,32,Data Breach,Low,1.8,Reset Encryption,1
4,Diagnosis,"(0.6, 1.26, 1.08)",2025-02-14 16:32:27,3.38,Active,70694,Operator,Robot,Two Fish,Encrypted,19,30,Man-in-the-Middle Attack,High,3.6,Reconnect Connection,1
4,Suturing,"(1.13, 0.33, 1.12)",2025-02-14 16:32:27,1.02,Idle,85177,Robot,Operator,Two Fish,Encrypted,13,71,Man-in-the-Middle Attack,Medium,2.5,Isolate Data,1
9,Cleaning,"(0.83, 0.84, 0.08)",2025-02-14 16:32:27,3.54,Idle,22561,Operator,Robot,Two Fish,Failed,12,88,Data Breach,High,4.62,Reset Encryption,1
5,Cleaning,"(0.74, 1.89, 0.9)",2025-02-14 16:32:27,4.37,Active,42625,Robot,Operator,Two Fish,Encrypted,11,10,Data Breach,Low,2.94,Isolate Data,1
6,Incision,"(1.4, 0.6, 0.75)",2025-02-14 16:32:27,3.03,Idle,67223,Operator,Robot,Two Fish,Failed,8,72,DoS Attack,High,3.03,Isolate Data,1
1,Incision,"(1.97, 0.61, 1.34)",2025-02-14 16:32:27,2.72,Active,74653,Operator,Robot,Two Fish,Encrypted,13,55,Data Breach,Low,3.37,Reconnect Connection,1
2,Diagnosis,"(1.52, 1.77, 0.28)",2025-02-14 16:32:27,2.36,Idle,65606,Operator,Robot,Two Fish,Failed,16,91,Data Breach,Low,2.38,Reconnect Connection,1
10,Navigation,"(0.1, 1.34, 1.25)",2025-02-14 16:32:27,4.7,Active,62931,Operator,Robot,Two Fish,Encrypted,7,82,Man-in-the-Middle Attack,Medium,1.06,Isolate Data,1
2,Suturing,"(0.97, 1.33, 1.43)",2025-02-14 16:32:27,3.35,Active,71928,Robot,Operator,Two Fish,Failed,14,65,No Threat,Low,0.0,None,0
9,Suturing,"(0.69, 1.94, 1.43)",2025-02-14 16:32:27,2.26,Active,62576,Operator,Robot,Two Fish,Failed,5,68,DoS Attack,Medium,4.57,Reset Encryption,1
9,Navigation,"(1.42, 0.98, 0.42)",2025-02-14 16:32:27,2.12,Idle,16721,Robot,Operator,Two Fish,Encrypted,12,53,No Threat,Low,0.0,None,0
8,Navigation,"(1.24, 0.32, 1.12)",2025-02-14 16:32:27,4.87,Idle,25092,Robot,Operator,Two Fish,Failed,20,30,Man-in-the-Middle Attack,Low,3.22,Reset Encryption,1
3,Cleaning,"(1.17, 0.5, 0.88)",2025-02-14 16:32:27,1.64,Idle,39873,Operator,Robot,Two Fish,Encrypted,17,16,Data Breach,High,1.3,Reset Encryption,1
7,Cleaning,"(0.32, 1.89, 1.26)",2025-02-14 16:32:27,3.98,Active,49671,Operator,Robot,Two Fish,Encrypted,12,27,Man-in-the-Middle Attack,Low,4.29,Reset Encryption,1
8,Diagnosis,"(1.31, 1.85, 1.97)",2025-02-14 16:32:27,2.05,Idle,29766,Robot,Operator,Two Fish,Failed,7,67,DoS Attack,High,3.99,Reset Encryption,1
1,Suturing,"(1.71, 1.22, 0.16)",2025-02-14 16:32:27,1.92,Idle,49074,Robot,Operator,Two Fish,Encrypted,10,91,No Threat,High,0.0,None,0
4,Incision,"(0.93, 1.89, 1.11)",2025-02-14 16:32:27,2.62,Active,53997,Robot,Operator,Two Fish,Encrypted,16,12,DoS Attack,Low,3.9,Reconnect Connection,1
6,Incision,"(0.77, 1.56, 0.06)",2025-02-14 16:32:27,2.0,Idle,91858,Operator,Robot,Two Fish,Failed,10,92,DoS Attack,High,3.94,Reconnect Connection,1
5,Suturing,"(0.05, 0.47, 0.47)",2025-02-14 16:32:27,2.99,Active,60415,Robot,Operator,Two Fish,Encrypted,6,44,Man-in-the-Middle Attack,Medium,1.32,Isolate Data,1
3,Incision,"(0.01, 1.77, 1.63)",2025-02-14 16:32:27,2.91,Idle,40958,Operator,Robot,Two Fish,Failed,13,50,DoS Attack,Medium,3.92,Reset Encryption,1
2,Navigation,"(1.16, 0.32, 0.01)",2025-02-14 16:32:27,1.16,Active,76912,Robot,Operator,Two Fish,Encrypted,14,21,DoS Attack,Medium,1.77,Isolate Data,1
6,Cleaning,"(1.96, 0.02, 0.01)",2025-02-14 16:32:27,4.61,Active,30302,Robot,Operator,Two Fish,Encrypted,7,61,No Threat,Low,0.0,None,0
4,Cleaning,"(0.72, 1.41, 1.63)",2025-02-14 16:32:27,1.22,Active,35206,Operator,Robot,Two Fish,Encrypted,6,74,DoS Attack,Medium,2.92,Isolate Data,1
6,Suturing,"(0.61, 1.04, 0.94)",2025-02-14 16:32:27,3.19,Idle,51047,Operator,Robot,Two Fish,Failed,18,52,Man-in-the-Middle Attack,Low,3.43,Reconnect Connection,1
3,Cleaning,"(0.91, 1.13, 1.28)",2025-02-14 16:32:27,4.6,Idle,75013,Robot,Operator,Two Fish,Failed,7,33,Data Breach,High,4.47,Isolate Data,1
6,Incision,"(1.6, 1.51, 0.99)",2025-02-14 16:32:27,3.96,Idle,79489,Robot,Operator,Two Fish,Failed,10,89,No Threat,Medium,0.0,None,0
4,Suturing,"(0.16, 1.03, 0.6)",2025-02-14 16:32:27,4.71,Active,12533,Operator,Robot,Two Fish,Failed,18,83,Data Breach,Low,1.42,Reconnect Connection,1
1,Suturing,"(0.83, 0.15, 0.06)",2025-02-14 16:32:27,4.68,Active,49764,Operator,Robot,Two Fish,Encrypted,10,45,Man-in-the-Middle Attack,Medium,2.42,Isolate Data,1
2,Suturing,"(0.29, 0.24, 1.83)",2025-02-14 16:32:27,1.01,Idle,30363,Robot,Operator,Two Fish,Encrypted,8,42,Data Breach,Medium,1.65,Reset Encryption,1
6,Cleaning,"(1.05, 1.29, 0.18)",2025-02-14 16:32:27,3.27,Active,87404,Robot,Operator,Two Fish,Encrypted,8,47,Man-in-the-Middle Attack,High,2.82,Isolate Data,1
5,Cleaning,"(0.38, 0.14, 0.61)",2025-02-14 16:32:27,3.49,Active,19712,Robot,Operator,Two Fish,Encrypted,13,35,Data Breach,Low,4.2,Reset Encryption,1
8,Suturing,"(0.21, 1.05, 0.26)",2025-02-14 16:32:27,3.32,Active,86515,Robot,Operator,Two Fish,Failed,19,57,DoS Attack,High,1.82,Reset Encryption,1
2,Cleaning,"(1.26, 1.85, 0.02)",2025-02-14 16:32:27,1.21,Idle,80106,Operator,Robot,Two Fish,Failed,11,90,DoS Attack,Medium,2.43,Reset Encryption,1
